Region,States,Max.Demand Met during the day(MW),Shortage during maximum Demand(MW),Energy Met (MU),date
WR,Gujarat,14869,0,331,09-09-2020
SR,Karnataka,8106,0,159.5,09-09-2020
SR,Tamil Nadu,12393,0,281.1,09-09-2020
NER,Tripura,302,2,5.2,09-09-2020
ER,Bihar,6006,90,118.5,09-09-2020
NER,Mizoram,97,1,1.7,09-09-2020
NR,Punjab,10737,0,240.9,09-09-2020
NR,Haryana,9385,0,202.5,09-09-2020
NR,Rajasthan,9773,0,217.3,09-09-2020
NR,Delhi,5424,0,113.1,09-09-2020
NR,UP,23057,68,473.2,09-09-2020
NR,Uttarakhand,1953,0,43.6,09-09-2020
NR,HP,1480,0,33.1,09-09-2020
NR,J&K(UT) & Ladakh(UT),2427,0,46.4,09-09-2020
SR,Puducherry,364,0,7.8,09-09-2020
WR,Chhattisgarh,4116,0,95.1,09-09-2020
NR,Chandigarh,296,0,5.9,09-09-2020
NER,Manipur,206,2,2.4,09-09-2020
NER,Nagaland,129,2,2.4,09-09-2020
NER,Assam,1971,21,35.1,09-09-2020
NER,Arunachal Pradesh,122,1,2.1,09-09-2020
ER,Sikkim,97,0,1.2,09-09-2020
ER,West Bengal,8259,0,175.1,09-09-2020
ER,Odisha,4173,0,86.4,09-09-2020
ER,Jharkhand,1353,0,27.5,09-09-2020
ER,DVC,2978,0,62.3,09-09-2020
NER,Meghalaya,320,0,5.7,09-09-2020
NR,Delhi,5101,0,109.5,09-09-2021
NR,Haryana,8715,0,191.2,09-09-2021
NR,Rajasthan,11876,0,259.4,09-09-2021
NR,UP,21756,0,433.3,09-09-2021
NER,Nagaland,126,0,2.4,09-09-2021
NR,HP,1452,0,31.4,09-09-2021
NER,Tripura,298,1,4.9,09-09-2021
NER,Meghalaya,318,0,5.7,09-09-2021
NER,Manipur,202,13,2.6,09-09-2021
NER,Assam,2081,0,39.2,09-09-2021
NER,Arunachal Pradesh,139,0,2.3,09-09-2021
ER,West Bengal,8592,0,173.2,09-09-2021
ER,Odisha,5550,0,116.6,09-09-2021
ER,Jharkhand,1478,0,30.7,09-09-2021
ER,DVC,3082,0,68.3,09-09-2021
ER,Bihar,6288,0,124.7,09-09-2021
SR,Puducherry,418,0,8.8,09-09-2021
SR,Tamil Nadu,15062,0,322,09-09-2021
NR,Uttarakhand,1981,0,44.6,09-09-2021
SR,Kerala,3616,0,73.1,09-09-2021
SR,Telangana,8405,0,168.2,09-09-2021
SR,Andhra Pradesh,8580,0,186.6,09-09-2021
WR,AMNSIL,873,0,19.3,09-09-2021
NER,Mizoram,101,0,1.5,09-09-2021
WR,DD,336,0,7.6,09-09-2021
WR,Goa,522,0,11.4,09-09-2021
WR,Maharashtra,18918,0,410.4,09-09-2021
WR,MP,9601,0,215.1,09-09-2021
WR,Gujarat,13593,0,305.6,09-09-2021
WR,Chhattisgarh,4243,0,101.7,09-09-2021
NR,Chandigarh,306,0,6.2,09-09-2021
NR,J&K(UT) & Ladakh(UT),2423,200,46,09-09-2021
SR,Karnataka,9341,0,177.5,09-09-2021
WR,DNH,849,0,19.8,09-09-2021
ER,Sikkim,94,0,1.5,09-09-2021
NR,Punjab,11415,0,254.1,09-09-2021
NR,Rajasthan,15772,0,328.9,09-09-2022
WR,AMNSIL,655,0,14.7,09-09-2022
WR,DNHDDPDCL,1183,0,27.2,09-09-2022
WR,Goa,603,0,12.8,09-09-2022
WR,Maharashtra,19856,0,445.8,09-09-2022
WR,MP,10732,0,246.4,09-09-2022
WR,Gujarat,18524,0,395.7,09-09-2022
WR,Chhattisgarh,4883,0,117.7,09-09-2022
NR,Chandigarh,359,0,7.1,09-09-2022
NR,J&K(UT) & Ladakh(UT),2568,0,52.2,09-09-2022
NR,HP,1748,0,36.2,09-09-2022
NR,Uttarakhand,2253,0,49,09-09-2022
NR,UP,25921,840,534.1,09-09-2022
NR,Delhi,6614,0,139,09-09-2022
NR,Haryana,12018,0,257.9,09-09-2022
SR,Telangana,10055,0,179.7,09-09-2022
SR,Andhra Pradesh,8357,0,178.9,09-09-2022
SR,Kerala,3114,0,64.7,09-09-2022
NER,Tripura,272,0,4.9,09-09-2022
NER,Nagaland,155,0,2.9,09-09-2022
NER,Mizoram,101,0,1.6,09-09-2022
NER,Meghalaya,336,0,6,09-09-2022
NER,Manipur,200,0,2.8,09-09-2022
SR,Karnataka,8201,0,162.4,09-09-2022
NER,Arunachal Pradesh,125,0,2.2,09-09-2022
NER,Assam,2171,0,42.7,09-09-2022
ER,West Bengal,9486,0,200.2,09-09-2022
ER,Odisha,5728,0,125.6,09-09-2022
ER,Jharkhand,1416,0,32,09-09-2022
ER,DVC,3357,0,73.9,09-09-2022
ER,Bihar,6465,30,132.6,09-09-2022
SR,Puducherry,404,0,9,09-09-2022
SR,Tamil Nadu,14355,0,295.9,09-09-2022
ER,Sikkim,101,0,1.7,09-09-2022
NR,Punjab,13904,0,306.1,09-09-2022
NR,Punjab,6700,0,146.9,09-10-2013
NR,Haryana,6183,208,136.5,09-10-2013
NR,Rajasthan,7164,0,154.3,09-10-2013
ER,Odisha,3666,0,68.9,09-10-2013
ER,West Bengal,6568,0,120.9,09-10-2013
WR,Gujarat,9497,17,201.9,09-10-2013
SR,Tamil Nadu,11156,657,246.2,09-10-2013
SR,Kerala,3116,150,56.8,09-10-2013
SR,Karnataka,7793,300,157.6,09-10-2013
SR,Andhra Pradesh,9570,2000,202.2,09-10-2013
NR,Delhi,4226,0,90.3,09-10-2013
NR,UP,10432,2695,218.6,09-10-2013
NR,Uttarakhand,1589,75,30.9,09-10-2013
NR,HP,1261,0,24.4,09-10-2013
NR,J&K,1683,100,32.4,09-10-2013
NR,Chandigarh,233,0,4.7,09-10-2013
WR,Chhattisgarh,2729,19,59.9,09-10-2013
WR,Essar steel,347,0,6.5,09-10-2013
WR,MP,6446,0,124.9,09-10-2013
WR,Maharashtra,15803,62,349.7,09-10-2013
WR,Goa,406,0,8.5,09-10-2013
SR,Pondy,298,30,5.9,09-10-2013
ER,Bihar,2152,150,42.3,09-10-2013
ER,DVC,2644,0,55.9,09-10-2013
ER,Jharkhand,881,0,19.3,09-10-2013
ER,Sikkim,90,0,1.5,09-10-2013
WR,DD,263,0,6.1,09-10-2013
NER,Arunachal Pradesh,99,1,1.2,09-10-2013
NER,Assam,1182,107,21.3,09-10-2013
WR,DNH,637,0,14.9,09-10-2013
NER,Meghalaya,236,1,4.5,09-10-2013
NER,Mizoram,56,6,1.1,09-10-2013
NER,Nagaland,92,2,1.4,09-10-2013
NER,Tripura,220,0,3.5,09-10-2013
NER,Manipur,100,5,1.4,09-10-2013
ER,Sikkim,55,0,0.6,09-10-2014
ER,Odisha,3693,0,74.5,09-10-2014
ER,Jharkhand,934,0,19.2,09-10-2014
ER,DVC,2483,0,55.3,09-10-2014
ER,Bihar,2572,100,51.2,09-10-2014
SR,Pondy,317,35,6.7,09-10-2014
SR,Tamil Nadu,11334,770,256.3,09-10-2014
ER,West Bengal,7550,0,145.9,09-10-2014
WR,Chhattisgarh,3438,47,77.8,09-10-2014
NR,Punjab,6254,0,131.7,09-10-2014
WR,Gujarat,13668,0,304.3,09-10-2014
WR,MP,7485,0,165.7,09-10-2014
WR,Maharashtra,19682,64,418.7,09-10-2014
WR,Goa,428,0,8.7,09-10-2014
WR,DD,271,0,6.1,09-10-2014
WR,DNH,672,0,15,09-10-2014
WR,Essar steel,344,0,6.5,09-10-2014
SR,Andhra Pradesh,6002,0,138,09-10-2014
NR,J&K,1752,0,32.8,09-10-2014
NR,HP,1220,0,23.8,09-10-2014
NR,Uttarakhand,1494,270,30.7,09-10-2014
NR,UP,10615,3690,243.7,09-10-2014
SR,Telangana,6308,800,141.7,09-10-2014
NR,Delhi,4164,35,87.3,09-10-2014
NR,Rajasthan,8217,136,187.4,09-10-2014
NR,Haryana,6956,0,127.2,09-10-2014
NER,Tripura,226,6,3.2,09-10-2014
NER,Nagaland,112,4,1.8,09-10-2014
NER,Mizoram,67,3,1.2,09-10-2014
NER,Meghalaya,268,0,3.5,09-10-2014
NER,Manipur,124,1,1.9,09-10-2014
NER,Assam,1175,194,25.3,09-10-2014
NER,Arunachal Pradesh,112,3,1.9,09-10-2014
NR,Chandigarh,222,0,4.3,09-10-2014
SR,Kerala,3219,150,61.6,09-10-2014
SR,Karnataka,7002,500,142.9,09-10-2014
WR,Chhattisgarh,3721,148,86.6,09-10-2015
ER,Bihar,3390,200,70.3,09-10-2015
SR,Pondy,312,0,6.6,09-10-2015
SR,Tamil Nadu,13002,0,277,09-10-2015
SR,Kerala,3263,200,58.6,09-10-2015
SR,Karnataka,6499,1300,142.7,09-10-2015
SR,Telangana,6650,0,149.5,09-10-2015
SR,Andhra Pradesh,6125,0,133.4,09-10-2015
WR,Essar steel,217,0,4.2,09-10-2015
WR,DNH,708,0,16.2,09-10-2015
WR,DD,294,0,5.4,09-10-2015
WR,Goa,437,0,9.1,09-10-2015
WR,Maharashtra,19077,460,428.3,09-10-2015
WR,MP,9057,0,203,09-10-2015
WR,Gujarat,14197,0,323.2,09-10-2015
NR,Chandigarh,237,0,4.6,09-10-2015
NR,J&K,1938,485,37.3,09-10-2015
NR,HP,1323,0,25.5,09-10-2015
NR,Uttarakhand,1837,0,37.1,09-10-2015
NR,UP,12992,3435,292.1,09-10-2015
NR,Delhi,4439,0,91.2,09-10-2015
NR,Rajasthan,9168,0,201.1,09-10-2015
ER,DVC,2517,0,58.3,09-10-2015
ER,Jharkhand,1090,30,23.6,09-10-2015
ER,Odisha,3592,0,69.4,09-10-2015
ER,West Bengal,7542,0,156.3,09-10-2015
NR,Haryana,7610,0,158.7,09-10-2015
NER,Tripura,224,2,3.3,09-10-2015
NER,Nagaland,97,2,1.7,09-10-2015
NER,Mizoram,73,2,1.1,09-10-2015
NER,Meghalaya,274,1,5,09-10-2015
NR,Punjab,7391,0,160.1,09-10-2015
NER,Assam,1285,194,24.3,09-10-2015
NER,Arunachal Pradesh,99,1,1.9,09-10-2015
ER,Sikkim,77,0,1.2,09-10-2015
NER,Manipur,128,2,2,09-10-2015
NER,Meghalaya,234,3,4.4,09-10-2016
SR,Tamil Nadu,12586,0,288.7,09-10-2016
SR,Pondy,311,0,6.6,09-10-2016
ER,Bihar,3575,0,64.7,09-10-2016
ER,DVC,2676,0,59.5,09-10-2016
ER,Jharkhand,1028,0,20.3,09-10-2016
NER,Mizoram,80,1,1.2,09-10-2016
ER,West Bengal,7359,0,129.9,09-10-2016
NER,Nagaland,107,4,2,09-10-2016
NER,Tripura,250,2,4.8,09-10-2016
NER,Assam,1282,251,24.3,09-10-2016
NER,Manipur,116,3,1.8,09-10-2016
ER,Odisha,3806,0,74,09-10-2016
ER,Sikkim,61,0,1,09-10-2016
NER,Arunachal Pradesh,130,2,1.8,09-10-2016
WR,MP,7054,0,149.4,09-10-2016
SR,Telangana,5753,0,124.8,09-10-2016
SR,Andhra Pradesh,6519,0,143.6,09-10-2016
WR,Essar steel,426,0,7.9,09-10-2016
WR,DNH,761,0,17.4,09-10-2016
NR,Uttarakhand,1735,0,35.1,09-10-2016
WR,Goa,399,0,7.9,09-10-2016
WR,Maharashtra,16768,0,352.4,09-10-2016
SR,Karnataka,8719,0,185.4,09-10-2016
WR,Gujarat,11340,0,253.9,09-10-2016
NR,Chandigarh,202,0,4.1,09-10-2016
NR,J&K,1780,445,34.3,09-10-2016
NR,Punjab,6870,0,158.3,09-10-2016
NR,Haryana,7358,0,144.2,09-10-2016
NR,Rajasthan,8189,0,174.2,09-10-2016
NR,Delhi,4264,0,90.5,09-10-2016
NR,UP,14559,0,301.9,09-10-2016
WR,Chhattisgarh,2876,0,68.1,09-10-2016
SR,Kerala,3133,0,59.7,09-10-2016
WR,DD,304,0,6.9,09-10-2016
NR,HP,1177,0,23.8,09-10-2016
NR,Uttarakhand,1832,0,36.6,09-10-2017
NR,HP,1299,0,23.6,09-10-2017
NR,J&K,2037,509,40.8,09-10-2017
NR,Chandigarh,234,0,4.7,09-10-2017
WR,Chhattisgarh,3474,0,79.4,09-10-2017
WR,Gujarat,17097,0,366.6,09-10-2017
WR,MP,8466,0,188.8,09-10-2017
WR,Maharashtra,17554,0,390.7,09-10-2017
WR,Goa,510,0,10,09-10-2017
WR,DD,334,0,7.4,09-10-2017
ER,Jharkhand,1097,0,23.6,09-10-2017
ER,DVC,2667,0,66.3,09-10-2017
ER,Bihar,4693,0,85.6,09-10-2017
SR,Pondy,360,0,7.4,09-10-2017
SR,Tamil Nadu,13241,0,286.4,09-10-2017
NR,UP,16310,0,370.1,09-10-2017
NR,Delhi,4493,0,95.8,09-10-2017
WR,Essar steel,250,0,4.6,09-10-2017
NR,Rajasthan,9086,544,197.7,09-10-2017
WR,DNH,767,0,17.4,09-10-2017
SR,Telangana,6765,0,147.4,09-10-2017
SR,Karnataka,6905,0,139.6,09-10-2017
SR,Kerala,3490,0,67.2,09-10-2017
NER,Tripura,245,5,4.4,09-10-2017
NER,Nagaland,106,2,1.9,09-10-2017
NER,Mizoram,76,4,1.3,09-10-2017
SR,Andhra Pradesh,6776,0,146.2,09-10-2017
NER,Meghalaya,253,0,5.2,09-10-2017
NER,Assam,1652,88,28.6,09-10-2017
NER,Arunachal Pradesh,112,4,2.5,09-10-2017
ER,Sikkim,100,0,1.4,09-10-2017
ER,West Bengal,6328,0,117.6,09-10-2017
NR,Punjab,7709,0,164.8,09-10-2017
NR,Haryana,7133,0,151.7,09-10-2017
NER,Manipur,158,4,2.1,09-10-2017
ER,Odisha,4501,0,90.7,09-10-2017
NER,Arunachal Pradesh,114,2,2.1,09-10-2018
ER,Sikkim,96,0,1.2,09-10-2018
NER,Tripura,268,1,4.3,09-10-2018
WR,Goa,540,0,14.1,09-10-2018
WR,DD,313,0,7,09-10-2018
WR,DNH,767,0,17.8,09-10-2018
WR,Essar steel,338,0,6,09-10-2018
SR,Andhra Pradesh,8622,0,195.8,09-10-2018
SR,Telangana,10600,0,233.4,09-10-2018
WR,Maharashtra,23278,612,503.1,09-10-2018
SR,Karnataka,9076,0,192.9,09-10-2018
SR,Tamil Nadu,13294,0,270.7,09-10-2018
SR,Pondy,337,0,6.9,09-10-2018
ER,Bihar,5063,0,94,09-10-2018
ER,DVC,2874,0,60.8,09-10-2018
ER,Jharkhand,1070,151,24.9,09-10-2018
ER,Odisha,5170,300,113.8,09-10-2018
SR,Kerala,3289,300,66.7,09-10-2018
WR,MP,10275,0,228.3,09-10-2018
ER,West Bengal,8462,0,170.7,09-10-2018
WR,Chhattisgarh,4492,0,104,09-10-2018
WR,Gujarat,17645,0,392.7,09-10-2018
NER,Nagaland,106,2,2.4,09-10-2018
NER,Mizoram,85,2,2,09-10-2018
NER,Meghalaya,334,0,4.8,09-10-2018
NER,Manipur,173,1,2.2,09-10-2018
NR,Punjab,7084,0,163.1,09-10-2018
NR,Haryana,7691,0,154,09-10-2018
NER,Assam,1623,77,26.4,09-10-2018
NR,Delhi,4403,0,92.3,09-10-2018
NR,UP,15464,710,350.2,09-10-2018
NR,Uttarakhand,1920,0,37.3,09-10-2018
NR,HP,1395,0,27.1,09-10-2018
NR,J&K,1767,442,32.5,09-10-2018
NR,Chandigarh,201,0,3.8,09-10-2018
NR,Rajasthan,10059,0,213.8,09-10-2018
WR,MP,8266,0,173.2,09-10-2019
WR,DNH,765,0,16.6,09-10-2019
WR,DD,331,0,6.4,09-10-2019
WR,Goa,541,0,11.2,09-10-2019
WR,Maharashtra,18595,0,401.5,09-10-2019
WR,Gujarat,14083,0,307.2,09-10-2019
NR,Rajasthan,8921,0,193.7,09-10-2019
NR,Chandigarh,213,0,4,09-10-2019
NR,J&K,2078,519,39.9,09-10-2019
NR,HP,1360,0,25.9,09-10-2019
NR,Uttarakhand,1764,0,35.4,09-10-2019
NR,UP,16885,0,325.9,09-10-2019
NR,Delhi,4012,0,82.8,09-10-2019
WR,Essar steel,292,0,6,09-10-2019
WR,Chhattisgarh,3703,0,83.7,09-10-2019
SR,Andhra Pradesh,6848,0,158.4,09-10-2019
ER,Jharkhand,993,0,20.9,09-10-2019
SR,Karnataka,7605,0,145.7,09-10-2019
NER,Tripura,217,8,4.2,09-10-2019
NR,Haryana,7426,0,148.9,09-10-2019
NER,Nagaland,109,1,2.1,09-10-2019
NER,Mizoram,89,1,1.6,09-10-2019
NER,Meghalaya,312,2,5.2,09-10-2019
NER,Manipur,157,3,2.4,09-10-2019
NER,Assam,1546,47,23.5,09-10-2019
NER,Arunachal Pradesh,112,2,2,09-10-2019
ER,Sikkim,47,0,0.4,09-10-2019
ER,West Bengal,6327,0,118.3,09-10-2019
