source,NR,WR,SR,ER,NER,All India,date
Lignite,27,11,19,0,0,58,30-09-2020
Coal,546,1172,322,452,7,2499,01-10-2020
"RES (Wind, Solar, Biomass & Others)",69,68,222,3,0,362,01-10-2020
Hydro,218,95,128,131,25,597,01-10-2020
"Gas, Naptha & Diesel",23,59,16,0,27,125,01-10-2020
Total,908,1426,778,587,59,3757,01-10-2020
Lignite,25,12,21,0,0,58,01-10-2020
Nuclear,27,21,69,0,0,117,01-10-2020
Coal,533,1132,303,448,7,2423,02-10-2020
Lignite,26,13,24,0,0,63,02-10-2020
Hydro,218,78,116,129,24,565,02-10-2020
Nuclear,27,21,69,0,0,117,02-10-2020
"Gas, Naptha & Diesel",23,73,15,0,27,138,02-10-2020
"RES (Wind, Solar, Biomass & Others)",68,77,224,4,0,372,02-10-2020
Total,894,1393,751,581,58,3678,02-10-2020
Coal,567,1147,319,455,7,2495,03-10-2020
Lignite,28,13,24,0,0,65,03-10-2020
"Gas, Naptha & Diesel",21,95,14,0,27,158,03-10-2020
"RES (Wind, Solar, Biomass & Others)",62,73,262,4,0,402,03-10-2020
Total,920,1397,806,589,57,3770,03-10-2020
Nuclear,27,21,69,0,0,117,03-10-2020
Hydro,215,50,117,130,23,534,03-10-2020
Total,887,1358,786,580,58,3669,04-10-2020
"Gas, Naptha & Diesel",21,98,15,0,28,162,04-10-2020
Nuclear,27,21,69,0,0,117,04-10-2020
Hydro,210,45,107,135,24,521,04-10-2020
Lignite,28,13,23,0,0,63,04-10-2020
Coal,535,1113,300,441,7,2395,04-10-2020
"RES (Wind, Solar, Biomass & Others)",65,70,271,4,0,411,04-10-2020
"RES (Wind, Solar, Biomass & Others)",62,66,235,4,0,368,05-10-2020
Total,877,1437,814,617,59,3803,05-10-2020
"Gas, Naptha & Diesel",22,99,15,0,27,164,05-10-2020
Nuclear,27,21,69,0,0,117,05-10-2020
Hydro,208,46,132,137,24,548,05-10-2020
Lignite,27,14,24,0,0,64,05-10-2020
Coal,531,1191,338,475,7,2542,05-10-2020
Total,862,1463,833,635,59,3851,06-10-2020
"Gas, Naptha & Diesel",23,88,14,0,26,151,06-10-2020
"RES (Wind, Solar, Biomass & Others)",60,59,201,4,0,324,06-10-2020
Hydro,204,52,133,144,26,558,06-10-2020
Coal,523,1232,391,487,7,2641,06-10-2020
Lignite,26,11,25,0,0,61,06-10-2020
Nuclear,27,21,69,0,0,116,06-10-2020
Nuclear,26,21,69,0,0,115,07-10-2020
"RES (Wind, Solar, Biomass & Others)",60,59,188,4,0,312,07-10-2020
Hydro,207,48,132,137,28,552,07-10-2020
Coal,551,1259,415,489,8,2722,07-10-2020
Lignite,27,10,25,0,0,62,07-10-2020
"Gas, Naptha & Diesel",21,86,14,0,26,147,07-10-2020
Total,893,1483,842,630,62,3910,07-10-2020
Total,879,1508,810,622,59,3877,08-10-2020
"RES (Wind, Solar, Biomass & Others)",55,64,140,4,0,263,08-10-2020
Nuclear,27,21,69,0,0,116,08-10-2020
"Gas, Naptha & Diesel",21,78,14,0,27,140,08-10-2020
Hydro,200,41,132,130,25,527,08-10-2020
Lignite,25,9,25,0,0,59,08-10-2020
Coal,551,1295,431,488,7,2772,08-10-2020
"Gas, Naptha & Diesel",26,96,15,0,19,156,09-10-2020
"RES (Wind, Solar, Biomass & Others)",53,60,154,4,0,272,09-10-2020
Total,876,1533,821,619,52,3902,09-10-2020
Lignite,25,10,23,0,0,58,09-10-2020
Coal,549,1291,444,489,9,2782,09-10-2020
Nuclear,27,21,69,0,0,116,09-10-2020
Hydro,196,55,117,125,24,518,09-10-2020
Total,859,1524,789,598,53,3823,10-10-2020
"RES (Wind, Solar, Biomass & Others)",55,64,167,5,0,291,10-10-2020
"Gas, Naptha & Diesel",27,102,14,0,20,163,10-10-2020
Nuclear,27,20,69,0,0,116,10-10-2020
Hydro,195,36,84,123,23,461,10-10-2020
Lignite,25,11,19,0,0,55,10-10-2020
Coal,530,1291,436,470,10,2738,10-10-2020
Coal,485,1223,370,434,10,2522,11-10-2020
Total,808,1455,716,556,55,3590,11-10-2020
Nuclear,27,20,69,0,0,116,11-10-2020
"Gas, Naptha & Diesel",22,105,14,0,22,164,11-10-2020
"RES (Wind, Solar, Biomass & Others)",54,66,164,5,0,289,11-10-2020
Hydro,195,29,83,117,23,447,11-10-2020
Lignite,25,11,16,0,0,53,11-10-2020
Total,807,1477,767,585,61,3696,12-10-2020
"RES (Wind, Solar, Biomass & Others)",55,60,181,5,0,301,12-10-2020
"Gas, Naptha & Diesel",22,100,14,0,28,163,12-10-2020
Nuclear,27,20,69,0,0,116,12-10-2020
Hydro,193,37,107,114,22,473,12-10-2020
Lignite,27,12,19,0,0,58,12-10-2020
Coal,483,1248,378,466,10,2585,12-10-2020
Total,815,1505,775,592,59,3745,13-10-2020
"RES (Wind, Solar, Biomass & Others)",61,53,208,5,0,327,13-10-2020
"Gas, Naptha & Diesel",23,98,14,0,27,161,13-10-2020
Nuclear,27,20,63,0,0,110,13-10-2020
Hydro,189,43,112,112,22,477,13-10-2020
Lignite,25,14,20,0,0,59,13-10-2020
Coal,490,1278,357,475,10,2611,13-10-2020
Nuclear,27,20,68,0,0,115,14-10-2020
Coal,485,1221,306,455,10,2477,14-10-2020
Lignite,23,14,19,0,0,56,14-10-2020
Total,812,1502,797,566,58,3734,14-10-2020
"Gas, Naptha & Diesel",22,86,12,0,26,146,14-10-2020
"RES (Wind, Solar, Biomass & Others)",68,106,275,5,0,454,14-10-2020
Hydro,187,55,117,107,21,487,14-10-2020
Lignite,20,20,20,0,0,60,15-10-2020
Hydro,183,44,135,105,21,488,15-10-2020
Coal,501,1184,313,463,10,2472,15-10-2020
"Gas, Naptha & Diesel",21,109,15,0,28,173,15-10-2020
Total,830,1500,793,572,59,3754,15-10-2020
Nuclear,27,20,68,0,0,115,15-10-2020
"RES (Wind, Solar, Biomass & Others)",78,123,241,4,0,447,15-10-2020
Lignite,20,13,17,0,0,50,16-10-2020
"Gas, Naptha & Diesel",22,93,15,0,27,156,16-10-2020
"RES (Wind, Solar, Biomass & Others)",81,108,229,4,0,422,16-10-2020
Nuclear,27,21,68,0,0,115,16-10-2020
Hydro,174,44,145,106,20,490,16-10-2020
Total,829,1485,819,592,58,3783,16-10-2020
Coal,505,1207,344,482,10,2548,16-10-2020
Nuclear,27,21,68,0,0,116,18-10-2020
Coal,491,1181,327,492,10,2502,18-10-2020
Lignite,21,15,17,0,0,53,18-10-2020
Hydro,168,32,131,101,20,452,18-10-2020
"Gas, Naptha & Diesel",23,107,14,0,27,171,18-10-2020
"RES (Wind, Solar, Biomass & Others)",52,44,155,5,0,256,18-10-2020
Total,782,1400,712,598,57,3550,18-10-2020
"Gas, Naptha & Diesel",25,94,13,0,26,158,21-10-2020
Coal,459,1257,355,507,10,2588,21-10-2020
Lignite,19,14,16,0,0,49,21-10-2020
Hydro,156,34,117,91,19,417,21-10-2020
Total,738,1463,744,603,55,3604,21-10-2020
Nuclear,25,21,68,0,0,113,21-10-2020
"RES (Wind, Solar, Biomass & Others)",55,44,176,5,0,279,21-10-2020
"Gas, Naptha & Diesel",25,90,14,0,27,157,22-10-2020
Total,729,1445,764,596,57,3590,22-10-2020
Lignite,20,13,20,0,0,54,22-10-2020
Hydro,149,34,114,90,20,407,22-10-2020
Nuclear,22,21,68,0,0,111,22-10-2020
Coal,457,1239,351,502,9,2558,22-10-2020
"RES (Wind, Solar, Biomass & Others)",56,48,197,4,0,305,22-10-2020
Total,729,1438,762,557,56,3542,23-10-2020
"Gas, Naptha & Diesel",24,91,16,0,27,158,23-10-2020
Nuclear,22,21,68,0,0,111,23-10-2020
Hydro,145,39,117,85,21,406,23-10-2020
Lignite,18,11,20,0,0,49,23-10-2020
Coal,470,1225,341,468,8,2512,23-10-2020
"RES (Wind, Solar, Biomass & Others)",51,52,200,4,0,307,23-10-2020
"Gas, Naptha & Diesel",24,87,16,0,28,155,24-10-2020
Coal,445,1222,327,458,7,2459,24-10-2020
Lignite,17,8,18,0,0,42,24-10-2020
Nuclear,26,21,68,0,0,116,24-10-2020
"RES (Wind, Solar, Biomass & Others)",52,51,190,4,0,298,24-10-2020
Total,707,1427,748,546,58,3486,24-10-2020
Hydro,143,38,128,84,24,417,24-10-2020
Coal,415,1155,314,437,4,2324,25-10-2020
Lignite,17,7,20,0,0,44,25-10-2020
Hydro,140,34,120,81,26,400,25-10-2020
Nuclear,27,21,69,0,0,117,25-10-2020
Total,676,1347,694,522,57,3296,25-10-2020
"RES (Wind, Solar, Biomass & Others)",53,47,154,5,0,259,25-10-2020
"Gas, Naptha & Diesel",24,83,16,0,28,151,25-10-2020
"RES (Wind, Solar, Biomass & Others)",51,59,145,5,0,259,26-10-2020
Total,676,1401,715,547,58,3398,26-10-2020
Hydro,133,23,118,96,25,395,26-10-2020
Lignite,18,9,21,0,0,48,26-10-2020
Coal,424,1199,346,447,4,2420,26-10-2020
"Gas, Naptha & Diesel",23,90,16,0,29,158,26-10-2020
Nuclear,28,21,69,0,0,118,26-10-2020
Total,679,1448,758,554,59,3497,27-10-2020
Lignite,20,9,24,0,0,53,27-10-2020
"RES (Wind, Solar, Biomass & Others)",49,61,143,5,0,258,27-10-2020
"Gas, Naptha & Diesel",24,86,16,0,28,155,27-10-2020
Coal,425,1244,373,456,7,2504,27-10-2020
Nuclear,28,21,69,0,0,117,27-10-2020
Hydro,134,26,132,94,24,409,27-10-2020
Coal,419,1267,394,462,7,2549,28-10-2020
Lignite,22,11,25,0,0,57,28-10-2020
Hydro,130,24,137,83,21,395,28-10-2020
Nuclear,28,21,69,0,0,117,28-10-2020
"Gas, Naptha & Diesel",23,85,16,0,28,153,28-10-2020
"RES (Wind, Solar, Biomass & Others)",49,57,146,5,0,256,28-10-2020
Total,670,1464,787,550,57,3527,28-10-2020
Nuclear,28,21,66,0,0,114,30-10-2020
Total,649,1494,814,551,55,3564,30-10-2020
"RES (Wind, Solar, Biomass & Others)",53,55,141,5,0,254,30-10-2020
Hydro,120,26,146,78,20,389,30-10-2020
Coal,402,1288,422,469,7,2588,30-10-2020
"Gas, Naptha & Diesel",22,90,16,0,28,157,30-10-2020
Lignite,24,14,24,0,0,63,30-10-2020
Nuclear,28,21,65,0,0,114,31-10-2020
"Gas, Naptha & Diesel",22,93,17,0,26,158,31-10-2020
"RES (Wind, Solar, Biomass & Others)",52,51,141,5,0,249,31-10-2020
Total,646,1495,803,562,53,3558,31-10-2020
Coal,402,1285,416,480,7,2591,31-10-2020
Hydro,117,30,138,77,19,382,31-10-2020
Lignite,24,15,25,0,0,64,31-10-2020
Coal,402,1210,399,460,7,2478,01-11-2020
Lignite,25,13,29,0,0,67,01-11-2020
Hydro,121,23,119,78,17,357,01-11-2020
Nuclear,28,21,66,0,0,114,01-11-2020
"Gas, Naptha & Diesel",22,86,16,0,28,153,01-11-2020
"RES (Wind, Solar, Biomass & Others)",46,59,151,4,0,260,01-11-2020
Total,644,1412,780,542,52,3429,01-11-2020
Total,651,1470,822,563,53,3560,02-11-2020
Hydro,120,25,136,78,18,377,02-11-2020
Lignite,24,12,30,0,0,66,02-11-2020
Nuclear,28,21,64,0,0,112,02-11-2020
"Gas, Naptha & Diesel",21,94,16,0,28,159,02-11-2020
"RES (Wind, Solar, Biomass & Others)",49,70,151,4,0,275,02-11-2020
Coal,408,1249,426,480,7,2570,02-11-2020
Coal,397,1274,451,477,7,2605,03-11-2020
Lignite,21,13,30,0,0,64,03-11-2020
Hydro,118,26,133,77,16,371,03-11-2020
Nuclear,28,21,43,0,0,92,03-11-2020
"Gas, Naptha & Diesel",21,94,16,0,28,159,03-11-2020
"RES (Wind, Solar, Biomass & Others)",63,76,158,5,0,301,03-11-2020
Total,647,1503,831,559,52,3591,03-11-2020
"Gas, Naptha & Diesel",18,91,16,0,28,153,04-11-2020
Coal,403,1310,444,454,7,2617,04-11-2020
Total,634,1511,813,527,49,3534,04-11-2020
Lignite,17,14,26,0,0,56,04-11-2020
Hydro,116,24,127,69,14,350,04-11-2020
Nuclear,28,21,41,0,0,90,04-11-2020
"RES (Wind, Solar, Biomass & Others)",53,52,159,5,0,269,04-11-2020
Hydro,113,24,103,76,16,332,05-11-2020
Lignite,19,13,24,0,0,56,05-11-2020
Nuclear,28,21,42,0,0,91,05-11-2020
Coal,385,1319,427,433,7,2571,05-11-2020
"RES (Wind, Solar, Biomass & Others)",50,50,162,5,0,267,05-11-2020
Total,615,1524,775,513,50,3478,05-11-2020
"Gas, Naptha & Diesel",20,97,17,0,27,161,05-11-2020
Hydro,107,25,95,68,17,311,06-11-2020
Lignite,20,13,26,0,0,59,06-11-2020
"Gas, Naptha & Diesel",20,95,16,0,26,157,06-11-2020
"RES (Wind, Solar, Biomass & Others)",58,50,162,4,0,274,06-11-2020
Total,636,1535,776,503,51,3501,06-11-2020
Nuclear,28,21,42,0,0,90,06-11-2020
Coal,405,1332,436,430,7,2610,06-11-2020
Nuclear,28,21,42,0,0,91,07-11-2020
"Gas, Naptha & Diesel",20,87,16,0,25,149,07-11-2020
"RES (Wind, Solar, Biomass & Others)",57,61,171,4,0,293,07-11-2020
Total,651,1535,773,477,50,3486,07-11-2020
Lignite,20,12,29,0,0,61,07-11-2020
Hydro,110,21,94,64,17,306,07-11-2020
Coal,416,1334,420,408,7,2586,07-11-2020
"RES (Wind, Solar, Biomass & Others)",57,64,163,4,0,288,08-11-2020
"Gas, Naptha & Diesel",19,83,16,0,27,146,08-11-2020
Nuclear,28,21,43,0,0,92,08-11-2020
Lignite,22,13,26,0,0,60,08-11-2020
Coal,413,1300,376,393,7,2489,08-11-2020
Total,648,1502,712,457,51,3370,08-11-2020
Hydro,110,21,88,60,17,296,08-11-2020
Coal,434,1339,377,423,7,2580,09-11-2020
"Gas, Naptha & Diesel",19,77,16,0,27,138,09-11-2020
Lignite,22,14,25,0,0,61,09-11-2020
"RES (Wind, Solar, Biomass & Others)",55,51,180,4,0,291,09-11-2020
Total,669,1533,740,491,51,3484,09-11-2020
Nuclear,28,21,46,0,0,95,09-11-2020
Hydro,112,31,96,63,17,319,09-11-2020
Coal,426,1302,386,424,7,2544,11-11-2020
Lignite,23,15,26,0,0,64,11-11-2020
Nuclear,28,19,69,0,0,116,11-11-2020
"Gas, Naptha & Diesel",20,70,16,0,26,133,11-11-2020
"RES (Wind, Solar, Biomass & Others)",63,75,183,5,0,326,11-11-2020
Total,674,1516,770,491,50,3501,11-11-2020
Hydro,114,35,91,62,16,318,11-11-2020
Hydro,112,37,97,60,16,322,12-11-2020
Nuclear,28,17,70,0,0,114,12-11-2020
"Gas, Naptha & Diesel",20,70,16,0,25,131,12-11-2020
"RES (Wind, Solar, Biomass & Others)",58,84,148,5,0,295,12-11-2020
Total,672,1554,745,497,49,3516,12-11-2020
Coal,429,1331,390,432,7,2589,12-11-2020
Lignite,25,15,24,0,0,65,12-11-2020
"Gas, Naptha & Diesel",20,67,18,0,26,131,13-11-2020
Total,657,1509,714,494,50,3424,13-11-2020
"RES (Wind, Solar, Biomass & Others)",52,90,142,4,0,288,13-11-2020
Coal,423,1281,373,430,7,2514,13-11-2020
Lignite,26,15,27,0,0,68,13-11-2020
Hydro,108,30,88,60,17,303,13-11-2020
Nuclear,28,27,66,0,0,120,13-11-2020
Coal,388,1098,272,384,7,2148,14-11-2020
Lignite,25,13,29,0,0,67,14-11-2020
Hydro,111,27,70,50,17,275,14-11-2020
Nuclear,28,31,67,0,0,125,14-11-2020
"Gas, Naptha & Diesel",20,47,16,0,25,109,14-11-2020
"RES (Wind, Solar, Biomass & Others)",54,70,190,5,0,318,14-11-2020
Total,626,1286,643,439,49,3043,14-11-2020
"Gas, Naptha & Diesel",20,40,17,0,26,102,15-11-2020
Total,594,1240,594,397,49,2874,15-11-2020
"RES (Wind, Solar, Biomass & Others)",55,55,153,5,0,269,15-11-2020
Nuclear,27,33,65,0,0,126,15-11-2020
Hydro,108,26,82,54,16,286,15-11-2020
Lignite,23,13,28,0,0,64,15-11-2020
Coal,359,1073,250,338,7,2027,15-11-2020
Total,589,1431,641,462,50,3174,17-11-2020
"RES (Wind, Solar, Biomass & Others)",74,119,148,4,0,345,17-11-2020
"Gas, Naptha & Diesel",20,34,16,0,27,97,17-11-2020
Nuclear,28,33,66,0,0,126,17-11-2020
Hydro,116,24,74,49,17,279,17-11-2020
Coal,331,1211,304,408,7,2260,17-11-2020
Lignite,20,12,34,0,0,66,17-11-2020
Lignite,21,13,36,0,0,69,18-11-2020
Coal,350,1256,334,428,7,2375,18-11-2020
Nuclear,28,33,66,0,0,127,18-11-2020
"Gas, Naptha & Diesel",20,60,16,0,26,121,18-11-2020
"RES (Wind, Solar, Biomass & Others)",62,87,163,4,0,316,18-11-2020
Total,593,1482,692,484,44,3295,18-11-2020
Hydro,113,33,77,52,12,288,18-11-2020
"RES (Wind, Solar, Biomass & Others)",60,88,171,4,0,324,20-11-2020
Total,596,1509,729,479,49,3363,20-11-2020
Lignite,22,12,32,0,0,66,20-11-2020
Hydro,107,34,88,46,15,290,20-11-2020
Nuclear,28,33,70,0,0,131,20-11-2020
"Gas, Naptha & Diesel",21,64,14,0,27,125,20-11-2020
Coal,358,1278,355,429,7,2427,20-11-2020
Total,591,1504,721,476,49,3341,21-11-2020
"RES (Wind, Solar, Biomass & Others)",60,98,176,4,0,339,21-11-2020
"Gas, Naptha & Diesel",21,43,14,0,25,103,21-11-2020
Hydro,109,36,85,46,16,292,21-11-2020
Lignite,21,13,32,0,0,66,21-11-2020
Coal,352,1281,344,425,7,2410,21-11-2020
Nuclear,28,33,70,0,0,131,21-11-2020
Coal,359,1280,335,419,7,2399,22-11-2020
Lignite,21,11,30,0,0,63,22-11-2020
Hydro,108,24,82,42,17,274,22-11-2020
Nuclear,28,33,65,0,0,126,22-11-2020
"Gas, Naptha & Diesel",20,44,15,0,22,101,22-11-2020
"RES (Wind, Solar, Biomass & Others)",59,69,159,4,0,291,22-11-2020
Total,595,1462,687,465,45,3254,22-11-2020
Nuclear,28,33,65,0,0,126,23-11-2020
Coal,376,1324,368,423,7,2499,23-11-2020
Lignite,20,11,29,0,0,59,23-11-2020
Hydro,108,28,96,44,14,291,23-11-2020
"Gas, Naptha & Diesel",21,57,15,0,23,116,23-11-2020
"RES (Wind, Solar, Biomass & Others)",58,54,142,4,0,258,23-11-2020
Total,610,1507,715,472,45,3348,23-11-2020
"Gas, Naptha & Diesel",21,92,13,0,21,147,24-11-2020
"RES (Wind, Solar, Biomass & Others)",63,63,135,4,0,266,24-11-2020
Nuclear,28,33,65,0,0,126,24-11-2020
Hydro,104,37,90,45,14,290,24-11-2020
Lignite,19,16,29,0,0,63,24-11-2020
Coal,389,1304,377,443,8,2520,24-11-2020
Total,623,1546,707,492,43,3411,24-11-2020
"Gas, Naptha & Diesel",22,54,14,0,26,115,25-11-2020
"RES (Wind, Solar, Biomass & Others)",54,111,151,4,0,320,25-11-2020
Nuclear,28,33,65,0,0,125,25-11-2020
Total,643,1530,681,468,47,3370,25-11-2020
Lignite,19,7,26,0,0,51,25-11-2020
Hydro,108,39,83,43,14,286,25-11-2020
Coal,413,1288,344,421,7,2472,25-11-2020
Lignite,18,8,24,0,0,49,26-11-2020
Total,661,1488,621,437,48,3256,26-11-2020
Hydro,108,32,84,43,13,280,26-11-2020
"RES (Wind, Solar, Biomass & Others)",92,166,119,4,0,381,26-11-2020
Coal,394,1203,318,390,7,2312,26-11-2020
Nuclear,28,33,63,0,0,123,26-11-2020
"Gas, Naptha & Diesel",22,48,14,0,28,111,26-11-2020
Coal,410,1183,328,396,7,2323,27-11-2020
Lignite,20,11,26,0,0,57,27-11-2020
Hydro,111,28,88,45,13,285,27-11-2020
Nuclear,28,33,61,0,0,122,27-11-2020
"Gas, Naptha & Diesel",21,44,13,0,25,102,27-11-2020
"RES (Wind, Solar, Biomass & Others)",84,196,124,4,0,408,27-11-2020
Total,673,1494,640,445,45,3296,27-11-2020
Hydro,110,27,86,47,13,283,28-11-2020
"Gas, Naptha & Diesel",21,36,14,0,28,99,28-11-2020
Nuclear,28,33,60,0,0,122,28-11-2020
"RES (Wind, Solar, Biomass & Others)",70,167,118,5,0,359,28-11-2020
Lignite,21,10,25,0,0,56,28-11-2020
Coal,409,1216,348,409,6,2389,28-11-2020
Total,660,1489,651,460,48,3308,28-11-2020
Coal,396,1232,346,425,6,2406,29-11-2020
Lignite,22,11,23,0,0,57,29-11-2020
Hydro,108,28,75,43,13,268,29-11-2020
Nuclear,28,33,62,0,0,123,29-11-2020
"Gas, Naptha & Diesel",22,38,14,0,28,101,29-11-2020
"RES (Wind, Solar, Biomass & Others)",61,107,128,4,0,302,29-11-2020
Total,638,1450,650,473,47,3257,29-11-2020
Coal,417,1271,381,442,7,2517,30-11-2020
Hydro,106,47,71,44,13,282,30-11-2020
Nuclear,28,33,64,0,0,125,30-11-2020
"RES (Wind, Solar, Biomass & Others)",59,70,159,4,0,292,30-11-2020
Total,656,1486,712,490,45,3389,30-11-2020
Lignite,24,11,24,0,0,59,30-11-2020
"Gas, Naptha & Diesel",22,55,13,0,25,115,30-11-2020
Hydro,103,48,72,45,12,280,01-12-2020
Lignite,24,9,23,0,0,56,01-12-2020
Nuclear,28,33,60,0,0,121,01-12-2020
"Gas, Naptha & Diesel",20,62,14,0,27,122,01-12-2020
"RES (Wind, Solar, Biomass & Others)",66,65,185,4,0,320,01-12-2020
Total,664,1490,734,498,46,3431,01-12-2020
Coal,424,1272,381,448,7,2532,01-12-2020
"RES (Wind, Solar, Biomass & Others)",66,64,146,4,0,280,02-12-2020
"Gas, Naptha & Diesel",21,113,14,0,26,174,02-12-2020
Nuclear,28,33,60,0,0,121,02-12-2020
Total,709,1499,713,509,45,3475,02-12-2020
Coal,461,1235,393,463,7,2559,02-12-2020
Hydro,110,37,81,42,12,282,02-12-2020
Lignite,24,17,20,0,0,60,02-12-2020
Total,719,1519,696,516,48,3498,04-12-2020
"RES (Wind, Solar, Biomass & Others)",68,50,141,5,0,264,04-12-2020
Coal,464,1311,387,468,7,2638,04-12-2020
Lignite,24,15,12,0,0,51,04-12-2020
Nuclear,28,33,60,0,0,120,04-12-2020
"Gas, Naptha & Diesel",24,67,14,0,27,132,04-12-2020
Hydro,112,43,82,44,13,293,04-12-2020
Nuclear,28,33,60,0,0,121,05-12-2020
Hydro,110,45,79,44,13,291,05-12-2020
"RES (Wind, Solar, Biomass & Others)",71,47,147,5,0,270,05-12-2020
Total,720,1498,698,518,44,3478,05-12-2020
"Gas, Naptha & Diesel",22,64,13,0,23,121,05-12-2020
Lignite,24,16,11,0,0,51,05-12-2020
Coal,465,1294,388,469,8,2625,05-12-2020
Nuclear,28,33,60,0,0,120,06-12-2020
"Gas, Naptha & Diesel",22,53,13,0,24,112,06-12-2020
"RES (Wind, Solar, Biomass & Others)",71,60,167,5,0,303,06-12-2020
Lignite,24,15,15,0,0,54,06-12-2020
Hydro,110,39,58,41,13,260,06-12-2020
Coal,447,1241,355,439,7,2489,06-12-2020
Total,701,1441,668,484,44,3338,06-12-2020
Total,708,1501,678,494,46,3427,07-12-2020
Hydro,113,40,79,44,13,288,07-12-2020
"Gas, Naptha & Diesel",16,50,13,0,26,105,07-12-2020
Nuclear,28,33,60,0,0,120,07-12-2020
Lignite,24,13,22,0,0,59,07-12-2020
"RES (Wind, Solar, Biomass & Others)",64,64,145,4,0,278,07-12-2020
Coal,464,1301,359,445,8,2577,07-12-2020
"RES (Wind, Solar, Biomass & Others)",65,59,159,4,0,287,08-12-2020
Nuclear,28,33,60,0,0,120,08-12-2020
"Gas, Naptha & Diesel",25,52,13,0,28,117,08-12-2020
Total,714,1536,696,481,48,3474,08-12-2020
Lignite,23,11,16,0,0,51,08-12-2020
Hydro,113,40,66,40,13,272,08-12-2020
Coal,461,1341,383,437,7,2628,08-12-2020
"Gas, Naptha & Diesel",25,105,13,0,27,170,09-12-2020
Coal,450,1272,381,448,7,2558,09-12-2020
Lignite,24,18,25,0,0,67,09-12-2020
Hydro,122,41,71,40,13,287,09-12-2020
Total,724,1528,696,493,47,3487,09-12-2020
"RES (Wind, Solar, Biomass & Others)",75,59,158,4,0,297,09-12-2020
Nuclear,28,33,48,0,0,109,09-12-2020
Total,735,1530,712,486,47,3509,10-12-2020
"RES (Wind, Solar, Biomass & Others)",83,68,183,4,0,338,10-12-2020
"Gas, Naptha & Diesel",26,101,13,0,28,168,10-12-2020
Nuclear,28,31,37,0,0,96,10-12-2020
Coal,453,1268,386,444,7,2559,10-12-2020
Lignite,23,19,23,0,0,65,10-12-2020
Hydro,123,41,70,37,12,283,10-12-2020
"RES (Wind, Solar, Biomass & Others)",78,46,179,4,0,308,11-12-2020
Nuclear,28,28,40,0,0,96,11-12-2020
Hydro,121,43,73,38,14,290,11-12-2020
Lignite,23,12,27,0,0,62,11-12-2020
Coal,441,1291,397,440,7,2575,11-12-2020
"Gas, Naptha & Diesel",22,48,12,0,28,110,11-12-2020
Total,713,1468,729,482,49,3441,11-12-2020
Total,689,1383,734,472,48,3327,12-12-2020
"RES (Wind, Solar, Biomass & Others)",66,57,179,4,0,306,12-12-2020
"Gas, Naptha & Diesel",23,48,12,0,28,111,12-12-2020
Nuclear,28,28,57,0,0,114,12-12-2020
Coal,427,1199,392,427,7,2452,12-12-2020
Lignite,22,12,28,0,0,62,12-12-2020
Hydro,123,39,65,41,13,282,12-12-2020
Nuclear,28,28,46,0,0,103,14-12-2020
Hydro,122,43,79,35,13,292,14-12-2020
Lignite,21,14,30,0,0,64,14-12-2020
"Gas, Naptha & Diesel",24,36,12,0,27,98,14-12-2020
"RES (Wind, Solar, Biomass & Others)",79,80,173,5,0,336,14-12-2020
Coal,449,1224,389,444,7,2514,14-12-2020
Total,722,1425,729,484,47,3407,14-12-2020
Total,752,1459,750,482,47,3491,15-12-2020
Coal,473,1244,417,443,7,2584,15-12-2020
Lignite,20,14,31,0,0,65,15-12-2020
Nuclear,28,28,38,0,0,95,15-12-2020
"Gas, Naptha & Diesel",25,45,12,0,28,110,15-12-2020
"RES (Wind, Solar, Biomass & Others)",82,84,182,4,0,352,15-12-2020
Hydro,123,42,71,35,13,284,15-12-2020
"Gas, Naptha & Diesel",23,37,12,0,27,99,16-12-2020
Nuclear,28,28,54,0,0,110,16-12-2020
Total,746,1491,745,490,47,3520,16-12-2020
Hydro,117,48,74,36,12,287,16-12-2020
Coal,472,1242,419,450,7,2590,16-12-2020
Lignite,18,14,29,0,0,60,16-12-2020
"RES (Wind, Solar, Biomass & Others)",88,122,158,4,0,372,16-12-2020
Total,746,1518,756,497,48,3565,17-12-2020
"RES (Wind, Solar, Biomass & Others)",83,132,141,4,0,360,17-12-2020
"Gas, Naptha & Diesel",24,36,13,0,28,101,17-12-2020
Nuclear,29,28,65,0,0,122,17-12-2020
Hydro,116,50,81,35,13,294,17-12-2020
Coal,476,1260,431,458,8,2632,17-12-2020
Lignite,19,12,26,0,0,57,17-12-2020
Hydro,115,40,72,33,13,272,18-12-2020
Nuclear,28,28,65,0,0,122,18-12-2020
"Gas, Naptha & Diesel",27,67,12,0,28,134,18-12-2020
Coal,500,1264,437,460,7,2668,18-12-2020
"RES (Wind, Solar, Biomass & Others)",75,107,169,5,0,356,18-12-2020
Lignite,19,20,27,0,0,65,18-12-2020
Total,765,1526,781,497,47,3616,18-12-2020
Lignite,19,12,29,0,0,60,19-12-2020
Nuclear,28,28,62,0,0,118,19-12-2020
Hydro,112,40,58,33,13,256,19-12-2020
"Gas, Naptha & Diesel",24,27,12,0,24,87,19-12-2020
"RES (Wind, Solar, Biomass & Others)",76,111,195,4,2,388,19-12-2020
Total,769,1488,787,502,47,3593,19-12-2020
Coal,509,1271,432,465,8,2684,19-12-2020
Hydro,108,36,49,30,12,235,20-12-2020
